M?,Tàn,Tàn Ti?ng Anh,C?p,Ngh? ??nh,Ghi ch£,M? TP,T?nh / ThÖnh Ph?
28159,X? C?n Giu?c,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n C?n Giu?c thÖnh x? C?n Giu?c, h?p nh?t th? tr?n C?n Giu?c, x? Ph??c L?i vÖ x? Long H?u . B? c?p huy?n",80,T?nh TÉy Ninh
28165,X? Ph??c L?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Th??ng thÖnh x? Ph??c L?, h?p nh?t c†c x? Long Th??ng, Ph??c H?u vÖ Ph??c L?. B? c?p huy?n",80,T?nh TÉy Ninh
28177,X? M? L?c,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Ph??c LÉm, Thu?n ThÖnh, M? L?c. B? c?p huy?n",80,T?nh TÉy Ninh
28201,X? Ph??c V?nh TÉy,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Ph?ng thÖnh x? Ph??c V?nh TÉy, h?p nh?t c†c x? Long An, Long Ph?ng vÖ Ph??c V?nh TÉy. B? c?p huy?n",80,T?nh TÉy Ninh
28207,X? TÉn T?p,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? ?ìng Th?nh, Ph??c V?nh ?ìng vÖ TÉn T?p. B? c?p huy?n",80,T?nh TÉy Ninh
28210,X? T?m Vu,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n T?m Vu thÖnh x? T?m Vu, h?p nh?t th? tr?n T?m Vu vÖ c†c x? Ph£ Ng?i Tr?, Hi?p Th?nh, Ph??c TÉn H?ng. B? c?p huy?n",80,T?nh TÉy Ninh
28222,X? V?nh Cìng,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Hïa Ph£, Bçnh Qu?i vÖ V?nh Cìng . B? c?p huy?n",80,T?nh TÉy Ninh
28225,X? Thu?n M?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Thanh Ph£ Long, Thanh V?nh ?ìng vÖ Thu?n M?. B? c?p huy?n",80,T?nh TÉy Ninh
28243,X? An L?c Long,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Trç thÖnh x? An L?c Long, h?p nh?t c†c x? D??ng XuÉn H?i, Long Trç vÖ An L?c Long. B? c?p huy?n",80,T?nh TÉy Ninh
28249,Ph??ng ??o Th?nh,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 5 (thÖnh ph? M? Tho) thÖnh ph??ng ??o Th?nh, h?p nh?t Ph??ng 4, Ph??ng 5 (thÖnh ph? M? Tho) vÖ x? ??o Th?nh . B? c?p huy?n",82,T?nh ??ng Th†p
28261,Ph??ng M? Tho,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 1 (thÖnh ph? M? Tho) thÖnh ph??ng M? Tho, h?p nh?t Ph??ng 1, Ph??ng 2 (thÖnh ph? M? Tho) vÖ ph??ng TÉn Long. B? c?p huy?n",82,T?nh ??ng Th†p
28270,Ph??ng Th?i S?n,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 6 (thÖnh ph? M? Tho) thÖnh ph??ng Th?i S?n, h?p nh?t Ph??ng 6 (thÖnh ph? M? Tho) vÖ x? Th?i S?n . B? c?p huy?n",82,T?nh ??ng Th†p
28273,Ph??ng M? Phong,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 9 (thÖnh ph? M? Tho) thÖnh ph??ng M? Phong, h?p nh?t Ph??ng 9 (thÖnh ph? M? Tho), x? TÉn M? Ch†nh vÖ x? M? Phong. B? c?p huy?n",82,T?nh ??ng Th†p
28285,Ph??ng Trung An,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? Trung An thÖnh ph??ng Trung An, h?p nh?t Ph??ng 10, x? Ph??c Th?nh vÖ x? Trung An . B? c?p huy?n",82,T?nh ??ng Th†p
28297,Ph??ng Long Thu?n,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 2 (thÖnh ph? Gï Cìng) thÖnh ph??ng Long Thu?n, h?p nh?t Ph??ng 2 (thÖnh ph? Gï Cìng) vÖ ph??ng Long Thu?n. B? c?p huy?n",82,T?nh ??ng Th†p
28306,Ph??ng Gï Cìng,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 5 (thÖnh ph? Gï Cìng) thÖnh ph??ng Gï Cìng, h?p nh?t Ph??ng 1, Ph??ng 5 (thÖnh ph? Gï Cìng) vÖ ph??ng Long Hïa. B? c?p huy?n",82,T?nh ??ng Th†p
28315,Ph??ng Bçnh XuÉn,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Long Ch†nh thÖnh ph??ng Bçnh XuÉn, h?p nh?t ph??ng Long Ch†nh, x? Bçnh XuÉn. B? c?p huy?n",82,T?nh ??ng Th†p
28321,X? TÉn Ph??c 1,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n M? Ph??c thÖnh x? TÉn Ph??c 1, h?p nh?t th? tr?n M? Ph??c, x? Th?nh M? vÖ x? TÉn Hïa ?ìng. B? c?p huy?n",82,T?nh ??ng Th†p
28327,X? TÉn Ph??c 2,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Th?nh TÉn thÖnh x? TÉn Ph??c 2, h?p nh?t x? Th?nh TÉn, Th?nh Hïa vÖ TÉn Hïa TÉy . B? c?p huy?n",82,T?nh ??ng Th†p
28336,X? H?ng Th?nh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph£ M? thÖnh x? H?ng Th?nh, h?p nh?t x? Ph£ M?, TÉn Hïa ThÖnh vÖ H?ng Th?nh. B? c?p huy?n",82,T?nh ??ng Th†p
28345,X? TÉn Ph??c 3,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn L?p 1 thÖnh x? TÉn Ph??c 3, h?p nh?t x? Ph??c L?p, TÉn L?p 1 vÖ TÉn L?p 2. B? c?p huy?n",82,T?nh ??ng Th†p
28360,X? C†i Bä,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n C†i Bä thÖnh x? C†i Bä, h?p nh?t th? tr?n C†i Bä, x? ?ìng Hïa Hi?p vÖ x? Hïa Kh†nh. B? c?p huy?n",82,T?nh ??ng Th†p
28366,X? H?u M?,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?u M? B?c A thÖnh x? H?u M?, h?p nh?t x? H?u M? B?c A, H?u M? B?c B vÖ H?u M? Trinh. B? c?p huy?n",82,T?nh ??ng Th†p
28378,X? M? Thi?n,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? TÉn thÖnh x? M? Thi?n, h?p nh?t x? M? TÉn, M? Trung vÖ Thi?n Trung. B? c?p huy?n",82,T?nh ??ng Th†p
28393,X? H?i C?,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?u ThÖnh thÖnh x? H?i C?, h?p nh?t x? An C?, M? H?i, H?u ThÖnh vÖ H?u M? Ph£. B? c?p huy?n",82,T?nh ??ng Th†p
28405,X? M? ??c TÉy,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? ??c ?ìng thÖnh x? M? ??c TÉy, h?p nh?t x? Thi?n Tr°, M? ??c ?ìng vÖ M? ??c TÉy. B? c?p huy?n",82,T?nh ??ng Th†p
28414,X? M? L?i,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? An Th†i ?ìng thÖnh x? M? L?i, h?p nh?t x? An Th†i ?ìng, M? L?i A vÖ M? L?i B. B? c?p huy?n",82,T?nh ??ng Th†p
28426,X? Thanh H?ng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? An Th†i Trung thÖnh x? Thanh H?ng, h?p nh?t x? TÉn Thanh, TÉn H?ng vÖ An Th†i Trung. B? c?p huy?n",82,T?nh ??ng Th†p
28429,X? An H?u,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Hïa H?ng, M? L??ng vÖ An H?u. B? c?p huy?n",82,T?nh ??ng Th†p
28435,Ph??ng M? Ph??c TÉy,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 1 (th? x? Cai L?y) thÖnh ph??ng M? Ph??c TÉy, h?p nh?t Ph??ng 1, Ph??ng 3 (th? x? Cai L?y), x? M? H?nh Trung vÖ x? M? Ph??c TÉy . B? c?p huy?n",82,T?nh ??ng Th†p
28436,Ph??ng Thanh Hïa,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 2 (th? x? Cai L?y) thÖnh ph??ng Thanh Hïa, h?p nh?t Ph??ng 2 (th? x? Cai L?y), x? TÉn Bçnh vÖ x? Thanh Hïa . B? c?p huy?n",82,T?nh ??ng Th†p
28439,Ph??ng Cai L?y,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 2 (th? x? Cai L?y) thÖnh ph??ng Cai L?y, h?p nh?t Ph??ng 4, Ph??ng 5 (th? x? Cai L?y), x? Long Kh†nh. B? c?p huy?n",82,T?nh ??ng Th†p
28444,X? Th?nh Ph£,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph£ C??ng thÖnh x? Th?nh Ph£, h?p nh?t x? Ph£ C??ng vÖ x? Th?nh L?c. B? c?p huy?n",82,T?nh ??ng Th†p
28456,X? M? ThÖnh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? ThÖnh Nam thÖnh x? M? ThÖnh, h?p nh?t x? Ph£ Nhu?n, M? ThÖnh B?c vÖ M? ThÖnh Nam . B? c?p huy?n",82,T?nh ??ng Th†p
28468,X? TÉn Ph£,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn H?i thÖnh x? TÉn Ph£, h?p nh?t x? TÉn H?i, M? H?nh ?ìng vÖ TÉn Ph£. B? c?p huy?n",82,T?nh ??ng Th†p
28471,X? Bçnh Ph£,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Bçnh Ph£ thÖnh x? Bçnh Ph£, h?p nh?t th? tr?n Bçnh Ph£, x? Ph£ An vÖ x? C?m S?n . B? c?p huy?n",82,T?nh ??ng Th†p
28477,Ph??ng Nh? Qu?,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? Nh? Qu? thÖnh ph??ng Nh? Qu?, h?p nh?t ph??ng Nh? M?, x? Ph£ Qu?, x? Nh? Qu?. B? c?p huy?n",82,T?nh ??ng Th†p
28501,X? Hi?p ??c,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn Phong, H?i XuÉn vÖ Hi?p ??c. B? c?p huy?n",82,T?nh ??ng Th†p
28504,X? Long Tiàn,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Trung thÖnh x? Long Tiàn, h?p nh?t x? Long Trung, M? Long vÖ Long Tiàn. B? c?p huy?n",82,T?nh ??ng Th†p
28516,X? Ng? Hi?p,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Tam Bçnh vÖ x? Ng? Hi?p. B? c?p huy?n,82,T?nh ??ng Th†p
28519,X? ChÉu ThÖnh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n TÉn Hi?p thÖnh x? ChÉu ThÖnh, h?p nh?t th? tr?n TÉn Hi?p, x? ThÉn C?u Ngh?a vÖ x? Long An. B? c?p huy?n",82,T?nh ??ng Th†p
28525,X? TÉn H??ng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn L? ?ìng, TÉn H?i ?ìng vÖ TÉn H??ng. B? c?p huy?n",82,T?nh ??ng Th†p
28537,X? Long H?ng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Tam Hi?p, Th?nh Ph£ vÖ Long H?ng. B? c?p huy?n",82,T?nh ??ng Th†p
28543,X? Long ??nh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Nh? Bçnh thÖnh x? Long ??nh, h?p nh?t x? Nh? Bçnh, ?ìng Hïa vÖ Long ??nh. B? c?p huy?n",82,T?nh ??ng Th†p
28564,X? Bçnh Tr?ng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? ?i?m Hy vÖ x? Bçnh Tr?ng. B? c?p huy?n,82,T?nh ??ng Th†p
28576,X? V?nh Kim,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Ph£ Phong, BÖn Long vÖ V?nh Kim. B? c?p huy?n",82,T?nh ??ng Th†p
28582,X? Kim S?n,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Song Thu?n thÖnh x? Kim S?n, h?p nh?t x? Song Thu?n, Bçnh ??c vÖ Kim S?n. B? c?p huy?n",82,T?nh ??ng Th†p
28594,X? Ch? G?o,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Ch? G?o thÖnh x? Ch? G?o, h?p nh?t th? tr?n Ch? G?o, x? Long Bçnh ?i?n vÖ x? Song Bçnh. B? c?p huy?n",82,T?nh ??ng Th†p
28603,X? M? T?nh An,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Trung Hïa, Hïa T?nh, TÉn Bçnh Th?nh vÖ M? T?nh An. B? c?p huy?n",82,T?nh ??ng Th†p
28615,X? L??ng Hïa L?c,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Thanh Bçnh thÖnh x? L??ng Hïa L?c, h?p nh?t x? Thanh Bçnh, Ph£ Ki?t vÖ L??ng Hïa L?c. B? c?p huy?n",82,T?nh ??ng Th†p
28627,X? TÉn Thu?n Bçnh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? ??ng H?ng Ph??c, Qu?n Long vÖ TÉn Thu?n Bçnh. B? c?p huy?n",82,T?nh ??ng Th†p
28633,X? An Th?nh Th?y,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Phan thÖnh x? An Th?nh Th?y, h?p nh?t x? Bçnh Phan, Bçnh Ph?c Nh?t vÖ An Th?nh Th?y . B? c?p huy?n",82,T?nh ??ng Th†p
28648,X? Bçnh Ninh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? XuÉn ?ìng, Hïa ??nh vÖ Bçnh Ninh. B? c?p huy?n",82,T?nh ??ng Th†p
28651,X? V?nh Bçnh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n V?nh Bçnh thÖnh x? V?nh Bçnh, h?p nh?t th? tr?n V?nh Bçnh, x? Th?nh Nh?t vÖ x? Th?nh Tr?. B? c?p huy?n",82,T?nh ??ng Th†p
28660,X? ??ng S?n,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??ng Th?nh thÖnh x? ??ng S?n, h?p nh?t x? Bçnh Nhç, ??ng Th?nh vÖ ??ng S?n. B? c?p huy?n",82,T?nh ??ng Th†p
28663,X? Ph£ ThÖnh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ThÖnh Cìng thÖnh x? Ph£ ThÖnh, h?p nh?t x? Bçnh Ph£, ThÖnh Cìng vÖ Yàn Luìng. B? c?p huy?n",82,T?nh ??ng Th†p
28678,X? V?nh H?u,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long V?nh thÖnh x? V?nh H?u, h?p nh?t x? Long V?nh vÖ x? V?nh H?u. B? c?p huy?n",82,T?nh ??ng Th†p
28687,X? Long Bçnh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Bçnh TÉn vÖ x? Long Bçnh. B? c?p huy?n,82,T?nh ??ng Th†p
28693,X? TÉn Th?i,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Ph£ thÖnh x? TÉn Th?i, h?p nh?t x? TÉn Ph£, TÉn Th?nh vÖ TÉn Th?i. B? c?p huy?n",82,T?nh ??ng Th†p
28696,X? TÉn Ph£ ?ìng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph£ Th?nh thÖnh x? TÉn Ph£ ?ìng, h?p nh?t x? Ph£ Th?nh, Ph£ ?ìng vÖ Ph£ TÉn. B? c?p huy?n",82,T?nh ??ng Th†p
28702,X? TÉn Hïa,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n TÉn Hïa thÖnh x? TÉn Hïa, h?p nh?t th? tr?n TÉn Hïa, x? Ph??c Trung vÖ x? Bçnh Ngh?. B? c?p huy?n",82,T?nh ??ng Th†p
28720,X? Gia Thu?n,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n VÖm L†ng thÖnh x? Gia Thu?n, h?p nh?t th? tr?n VÖm L†ng, x? Ki?ng Ph??c vÖ x? Gia Thu?n . B? c?p huy?n",82,T?nh ??ng Th†p
28723,X? TÉn ?ìng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn TÉy thÖnh x? TÉn ?ìng, h?p nh?t x? TÉn TÉy, TÉn Ph??c vÖ TÉn ?ìng. B? c?p huy?n",82,T?nh ??ng Th†p
28729,Ph??ng S?n Qui,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? TÉn Trung thÖnh ph??ng S?n Qui, h?p nh?t ph??ng Long H?ng, x? TÉn Trung vÖ x? Bçnh ?ìng  . B? c?p huy?n",82,T?nh ??ng Th†p
28738,X? TÉn ?i?n,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Bçnh ?n vÖ x? TÉn ?i?n. B? c?p huy?n,82,T?nh ??ng Th†p
28747,X? Gï Cìng ?ìng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn ThÖnh thÖnh x? Gï Cìng ?ìng, h?p nh?t x? TÉn ThÖnh vÖ x? T?ng Hïa. B? c?p huy?n",82,T?nh ??ng Th†p
29869,Ph??ng Cao L?nh,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 1 (thÖnh ph? Cao L?nh) thÖnh ph??ng Cao L?nh, h?p nh?t Ph??ng 1, Ph??ng 3, Ph??ng 4, Ph??ng 6 (thÖnh ph? Cao L?nh), ph??ng Hïa Thu?n vÖ c†c x? Hïa An, T?nh Th?i, TÉn Thu?n TÉy, TÉn Thu?n ?ìng . B? c?p huy?n",82,T?nh ??ng Th†p
29884,Ph??ng M? Ng?i,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? M? TÉn thÖnh ph??ng M? Ng?i, h?p nh?t ph??ng M? Ng?i, x? M? TÉn vÖ x? TÉn Ngh?a . B? c?p huy?n",82,T?nh ??ng Th†p
29888,Ph??ng M? TrÖ,My Phu Commune,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng M? Ph£ thÖnh ph??ng M? TrÖ, h?p nh?t ph??ng M? Ph£ vÖ c†c x? Nh? M?, An Bçnh, M? TrÖ . B? c?p huy?n",82,T?nh ??ng Th†p
29905,Ph??ng Sa ?Çc,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 1 (thÖnh ph? Sa ?Çc) thÖnh ph??ng Sa ?Çc, h?p nh?t Ph??ng 1, Ph??ng 2, Ph??ng 3, Ph??ng 4 (thÖnh ph? Sa ?Çc), ph??ng An Hïa, ph??ng TÉn Quy ?ìng, x? TÉn Kh†nh ?ìng vÖ x? TÉn Quy TÉy. B? c?p huy?n",82,T?nh ??ng Th†p
29926,X? TÉn H?ng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Sa RÖi thÖnh x? TÉn H?ng, h?p nh?t th? tr?n Sa RÖi, x? TÉn Cìng Ch° vÖ x? Bçnh Ph£. B? c?p huy?n",82,T?nh ??ng Th†p
29929,X? TÉn H? C?,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? TÉn ThÖnh B vÖ x? TÉn H? C?. B? c?p huy?n,82,T?nh ??ng Th†p
29938,X? TÉn ThÖnh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn ThÖnh A thÖnh x? TÉn ThÖnh, h?p nh?t x? Thìng Bçnh vÖ x? TÉn ThÖnh A. B? c?p huy?n",82,T?nh ??ng Th†p
29944,X? An Ph??c,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Ph??c thÖnh x? An Ph??c, h?p nh?t x? TÉn Ph??c vÖ x? An Ph??c . B? c?p huy?n",82,T?nh ??ng Th†p
29954,Ph??ng An Bçnh,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng An L?c thÖnh ph??ng An Bçnh, h?p nh?t ph??ng An L?c, An Bçnh A vÖ An Bçnh B. B? c?p huy?n",82,T?nh ??ng Th†p
29955,Ph??ng H?ng Ng?,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng An Th?nh thÖnh ph??ng H?ng Ng?, h?p nh?t ph??ng An Th?nh, x? Bçnh Th?nh vÖ x? TÉn H?i . B? c?p huy?n",82,T?nh ??ng Th†p
29971,X? Th??ng Ph??c,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Th??ng Th?i Ti?n thÖnh x? Th??ng Ph??c, h?p nh?t th? tr?n Th??ng Th?i Ti?n, x? Th??ng Ph??c 1 vÖ x? Th??ng Ph??c 2 . B? c?p huy?n",82,T?nh ??ng Th†p
29978,Ph??ng Th??ng L?c,,Ph??ng,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng An L?c thÖnh ph??ng Th??ng L?c, h?p nh?t ph??ng An L?c, x? Th??ng Th?i H?u A vÖ x? Th??ng L?c. B? c?p huy?n",82,T?nh ??ng Th†p
29983,X? Long Kh†nh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Kh†nh B thÖnh x? Long Kh†nh, h?p nh?t x? Long Kh†nh A vÖ x? Long Kh†nh B . B? c?p huy?n",82,T?nh ??ng Th†p
29992,X? Long Ph£ Thu?n,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Thu?n thÖnh x? Long Ph£ Thu?n, h?p nh?t x? Long Thu?n, x? Ph£ Thu?n A vÖ m?t ph?n c?a x? Ph£ Thu?n B. B? c?p huy?n",82,T?nh ??ng Th†p
30001,X? TrÖm Chim,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n TrÖm Chim thÖnh x? TrÖm Chim, h?p nh?t th? tr?n TrÖm Chim vÖ x? TÉn Cìng S°nh . B? c?p huy?n",82,T?nh ??ng Th†p
30010,X? Tam Nìng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph£ Hi?p thÖnh x? Tam Nìng, h?p nh?t x? Ph£ ??c vÖ x? Ph£ Hi?p. B? c?p huy?n",82,T?nh ??ng Th†p
30019,X? An Hïa,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Ph£ ThÖnh B vÖ x? An Hïa. B? c?p huy?n,82,T?nh ??ng Th†p
30025,X? Ph£ C??ng,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Hïa Bçnh, x? Ph£ C??ng vÖ m?t ph?n c?a x? G†o Gi?ng . B? c?p huy?n",82,T?nh ??ng Th†p
30028,X? An Long,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph£ Ninh thÖnh x? An Long, h?p nh?t x? An Phong, Ph£ Ninh vÖ An Long . B? c?p huy?n",82,T?nh ??ng Th†p
30034,X? Ph£ Th?,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph£ ThÖnh A thÖnh x? Ph£ Th?, h?p nh?t x? Ph£ ThÖnh A vÖ x? Ph£ Th?. B? c?p huy?n",82,T?nh ??ng Th†p
30037,X? Th†p M??i,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n M? An thÖnh x? Th†p M??i, h?p nh?t th? tr?n M? An, x? M? An vÖ x? M? Hïa. B? c?p huy?n",82,T?nh ??ng Th†p
30043,X? Ph??ng Th?nh,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng Th?nh thÖnh x? Ph??ng Th?nh, h?p nh?t x? H?ng Th?nh vÖ x? Ph??ng Th?nh. B? c?p huy?n",82,T?nh ??ng Th†p
30046,X? Tr??ng XuÉn,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Th?nh L?i vÖ x? Tr??ng XuÉn. B? c?p huy?n,82,T?nh ??ng Th†p
30055,X? M? Qu°,,X?,S?: 1663/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? L†ng Bi?n, M? ?ìng vÖ M? Qu°. B? c?p huy?n",82,T?nh ??ng Th†p
